kepid,kepoi_name,kepler_name,koi_period,koi_time0bk,duration(days),koi_ldm_coeff2,koi_ldm_coeff1,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,FeH,FeH_err1,FeH_err2,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
8766650,K01904.01,Kepler-1008 b,12.43929428,136.37952,0.13233,0.1611,0.5575,1,4987,99,,4.531,0.068,-0.023,-0.08,0.15,-0.15,0.773,0.036,-0.053,0.742,0.06,-0.028,296.54752,44.941929,13.395,14.132,13.338,13.08,12.935,11.93,11.46,11.378
7094486,K01907.01,Kepler-1009 b,11.35010642,134.04612,0.09497,0.2417,0.505,1,3597,72,-86,4.734,0.052,-0.017,0.4,0.05,-0.15,0.514,0.026,-0.051,0.522,0.031,-0.046,282.85992,42.66576,15.278,16.631,15.336,14.699,14.395,13.192,12.518,12.347
10905239,K00046.01,Kepler-101 b,3.487688776,170.932217,0.15986,0.2245,0.4725,1,5576,112,-101,4.065,0.196,-0.084,0.3,0.15,-0.15,1.593,0.235,-0.382,1.074,0.108,-0.097,283.25549,48.355232,13.77,14.406,13.72,13.497,,12.403,12.112,12.011
10905239,K00046.02,Kepler-101 c,6.02977241,132.48162,0.16504,0.2245,0.4725,2,5576,112,-101,4.065,0.196,-0.084,0.3,0.15,-0.15,1.593,0.235,-0.382,1.074,0.108,-0.097,283.25549,48.355232,13.77,14.406,13.72,13.497,,12.403,12.112,12.011
8226050,K01910.01,Kepler-1010 b,34.2685741,147.05143,0.20105,0.1451,0.582,1,5083,83,-76,4.468,0.088,-0.033,0.18,0.15,-0.15,0.872,0.042,-0.072,0.815,0.053,-0.028,289.19263,44.149319,14.685,15.326,14.614,14.411,14.266,13.293,12.878,12.771
9965957,K01911.01,Kepler-1011 b,5.75321539,136.75617,0.07478,0.2111,0.4955,1,5445,180,-164,4.51,0.033,-0.176,0.48,0.05,-0.25,0.929,0.229,-0.076,1.017,0.074,-0.101,297.40155,46.824001,15.196,15.872,15.117,14.906,14.813,13.832,13.432,13.361
9704384,K01913.01,Kepler-1012 b,5.50860699,132.2983,0.12828,0.2327,0.4526,1,5448,109,-109,4.489,0.063,-0.084,0,0.15,-0.15,0.883,0.092,-0.067,0.877,0.055,-0.05,289.29626,46.457951,13.317,13.863,13.238,13.083,13.032,12.064,11.755,11.664
8426567,K01914.01,Kepler-1013 b,18.93055119,143.25058,0.14050,0.1466,0.5849,1,5015,164,-149,3.987,0.602,-0.258,0.36,0.1,-0.25,1.643,0.837,-0.837,0.955,0.174,-0.127,290.24805,44.435242,14.417,15.247,14.345,14.061,13.924,12.881,12.37,12.289
8218379,K01920.01,Kepler-1014 b,16.57099265,133.90704,0.12105,0.2434,0.4341,1,5483,166,-149,4.589,0.034,-0.136,-0.22,0.3,-0.3,0.779,0.164,-0.059,0.865,0.083,-0.102,285.12204,44.1106,14.64,15.212,14.581,14.394,14.291,13.37,12.937,12.898
7755636,K01921.01,Kepler-1015 b,16.00496657,135.25305,0.27103,0.3168,0.2958,1,6384,70,-89,4.029,0.24,-0.129,0.12,0.15,-0.2,1.904,0.388,-0.534,1.412,0.134,-0.201,292.75732,43.42691,12.818,13.074,12.77,12.708,12.726,11.887,11.713,11.684
9411166,K01922.01,Kepler-1016 b,1.954525966,132.29679,0.08727,0.2555,0.4191,1,5741,77,-77,4.331,0.115,-0.115,0.16,0.15,-0.15,1.136,0.18,-0.147,1.01,0.073,-0.061,294.61365,45.984619,15.356,15.817,15.287,15.159,15.065,14.179,13.843,13.728
9411166,K01922.03,Kepler-1016 c,105.6552651,230.09865,0.39125,0.2555,0.4191,2,5741,77,-77,4.331,0.115,-0.115,0.16,0.15,-0.15,1.136,0.18,-0.147,1.01,0.073,-0.061,294.61365,45.984619,15.356,15.817,15.287,15.159,15.065,14.179,13.843,13.728
4989057,K01923.01,Kepler-1017 b,7.23400381,137.67742,0.09021,0.2327,0.4526,1,5411,107,-107,4.523,0.042,-0.084,0,0.15,-0.15,0.85,0.091,-0.045,0.879,0.049,-0.054,283.46936,40.13261,14.139,14.744,14.064,13.879,13.79,12.838,12.475,12.396
9072190,K01933.01,Kepler-1018 b,49.1011093,136.47265,0.26421,0.224,0.4695,1,5393,80,-72,4.299,0.165,-0.165,0.2,0.15,-0.15,1.11,0.261,-0.189,0.895,0.063,-0.037,283.59668,45.407879,15.041,15.555,14.973,14.821,14.771,13.838,13.458,13.373
10190777,K01937.01,Kepler-1019 b,1.411230023,132.641925,0.05969,0.0628,0.6908,1,4575,73,-82,4.564,0.051,-0.012,0.18,0.15,-0.15,0.737,0.02,-0.043,0.726,0.039,-0.027,283.71753,47.204449,13.59,14.686,13.546,13.121,12.921,11.767,11.166,11.003
10187017,K00082.05,Kepler-102 b,5.28691996,135.85427,0.10746,0.1496,0.5746,5,4900,98,-98,4.602,0.017,-0.049,0.08,0.15,-0.15,0.741,0.048,-0.03,0.806,0.033,-0.049,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
10187017,K00082.04,Kepler-102 c,7.07136119,139.98763,0.11488,0.1496,0.5746,4,4900,98,-98,4.602,0.017,-0.049,0.08,0.15,-0.15,0.741,0.048,-0.03,0.806,0.033,-0.049,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
10187017,K00082.02,Kepler-102 d,10.31174786,134.07991,0.13258,0.1496,0.5746,2,4900,98,-98,4.602,0.017,-0.049,0.08,0.15,-0.15,0.741,0.048,-0.03,0.806,0.033,-0.049,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
10187017,K00082.01,Kepler-102 e,16.14567193,134.754877,0.15515,0.1496,0.5746,1,4900,98,-98,4.602,0.017,-0.049,0.08,0.15,-0.15,0.741,0.048,-0.03,0.806,0.033,-0.049,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
10187017,K00082.03,Kepler-102 f,27.4536146,145.02866,0.15613,0.1496,0.5746,3,4900,98,-98,4.602,0.017,-0.049,0.08,0.15,-0.15,0.741,0.048,-0.03,0.806,0.033,-0.049,281.48273,47.208031,11.492,12.289,11.428,11.15,11.034,9.984,9.446,9.351
9651234,K01938.01,Kepler-1020 b,96.9151707,187.08955,0.25271,0.1959,0.5086,1,5162,103,-93,4.559,0.036,-0.054,0,0.15,-0.15,0.791,0.056,-0.042,0.826,0.046,-0.046,292.67255,46.377419,14.031,14.65,13.97,13.766,13.643,12.654,12.213,12.15
7045496,K01939.01,Kepler-1021 b,13.47472742,133.48999,0.10831,0.2521,0.421,1,5395,160,-144,4.615,0.035,-0.105,-0.34,0.3,-0.3,0.734,0.123,-0.057,0.821,0.076,-0.093,295.2049,42.559681,15.164,15.774,15.117,14.903,14.799,13.833,13.412,13.332
10005788,K01940.01,Kepler-1022 b,10.99470891,137.35769,0.06637,0.1496,0.5738,1,4302,127,-127,4.661,0.056,-0.028,-0.44,0.3,-0.3,0.586,0.049,-0.059,0.573,0.062,-0.045,289.35202,46.973728,15.389,16.504,15.334,14.912,14.69,13.54,12.907,12.821
11656918,K01945.01,Kepler-1023 b,62.1385979,161.14834,0.17891,0.1507,0.5775,1,5123,81,-81,3.992,0.535,-0.094,0.2,0.15,-0.15,1.621,0.26,-0.779,0.941,0.072,-0.109,289.02975,49.769711,14.52,15.111,14.444,14.267,14.201,13.243,12.897,12.762
3118797,K01950.01,Kepler-1024 b,66.4159789,188.13988,0.29421,0.2434,0.4341,1,5383,204,-185,4.603,0.03,-0.12,-0.22,0.3,-0.3,0.759,0.143,-0.061,0.851,0.078,-0.096,291.95099,38.251701,15.983,16.64,15.928,15.701,15.53,14.589,14.053,14.05
8081187,K01951.01,Kepler-1025 b,37.3228722,152.83532,0.30061,0.1738,0.5555,1,4907,28,-108,2.41,0.184,-0.057,0.21,0.15,-0.05,19.53,1.236,-4.943,3.573,0.03,-0.544,284.51019,43.961658,13.573,13.921,13.533,13.424,13.408,12.572,12.265,12.217
4813563,K01959.01,Kepler-1026 b,36.5157639,151.28989,0.15240,0.1054,0.6323,1,4847,77,-77,4.54,0.052,-0.021,0.14,0.15,-0.15,0.781,0.03,-0.045,0.772,0.05,-0.029,283.60526,39.997978,14.254,15.052,14.187,13.912,13.772,12.686,12.178,12.077
7269493,K01961.01,Kepler-1027 b,1.907810683,131.63784,0.07795,0.2291,0.4603,1,5435,97,-119,4.578,0.01,-0.095,0.07,0.15,-0.15,0.824,0.086,-0.033,0.937,0.039,-0.072,287.57117,42.813919,12.852,13.417,12.799,12.61,12.501,11.542,11.23,11.119
11657891,K01965.01,Kepler-1028 b,2.514628496,132.90904,0.06766,0.2676,0.3928,1,5662,152,-152,4.56,0.031,-0.168,-0.12,0.3,-0.3,0.84,0.207,-0.069,0.937,0.083,-0.115,289.59308,49.781158,14.325,14.835,14.262,14.106,14.049,13.124,12.726,12.63
6205897,K01967.01,Kepler-1029 b,4.417692516,133.96139,0.09679,0.1196,0.6106,1,4766,77,-77,4.645,0.015,-0.039,-0.24,0.15,-0.15,0.664,0.037,-0.027,0.723,0.029,-0.051,292.13297,41.547539,14.31,15.095,14.258,13.974,13.797,12.766,12.301,12.169
4914423,K00108.01,Kepler-103 b,15.96532718,142.178033,0.19099,0.2891,0.3589,1,5880,78,-78,4.154,0.033,-0.027,0.08,0.15,-0.15,1.433,0.09,-0.072,1.068,0.124,-0.067,288.98456,40.064529,12.287,12.649,12.214,12.132,12.091,11.193,10.941,10.873
4914423,K00108.02,Kepler-103 c,179.609803,295.330361,0.57313,0.2891,0.3589,2,5880,78,-78,4.154,0.033,-0.027,0.08,0.15,-0.15,1.433,0.09,-0.072,1.068,0.124,-0.067,288.98456,40.064529,12.287,12.649,12.214,12.132,12.091,11.193,10.941,10.873
9347009,K01971.01,Kepler-1030 b,19.32945602,133.26717,0.15808,0.1451,0.582,1,5026,149,-149,4.604,0.02,-0.08,0.21,0.2,-0.3,0.763,0.093,-0.046,0.875,0.037,-0.086,293.68192,45.817558,15.719,16.507,15.647,15.381,15.239,14.197,13.711,13.578
11253711,K01972.02,Kepler-1031 b,1.226223959,132.6827,0.09037,0.2787,0.3719,2,5855,79,-70,4.148,0.195,-0.105,-0.26,0.15,-0.15,1.34,0.221,-0.294,0.92,0.069,-0.062,296.08975,48.955372,13.8,14.222,13.742,13.619,13.571,12.702,12.401,12.353
4917596,K01973.01,Kepler-1032 b,3.290114076,133.15709,0.06313,0.0966,0.6414,1,4484,134,-134,4.654,0.054,-0.027,-0.56,0.3,-0.3,0.594,0.046,-0.051,0.58,0.063,-0.039,289.93085,40.097752,15.753,16.75,15.706,15.325,15.059,13.926,13.361,13.301
8543100,K01975.01,Kepler-1033 b,7.56052209,134.47889,0.16072,0.2868,0.3588,1,5895,158,-211,4.503,0.052,-0.208,-0.02,0.25,-0.3,0.94,0.282,-0.094,1.026,0.115,-0.14,283.84515,44.609089,15.986,16.494,15.91,15.769,15.672,14.684,14.381,14.283
2693736,K01976.01,Kepler-1034 b,12.12401737,134.955,0.13788,0.1451,0.582,1,5094,83,-76,4.469,0.082,-0.033,0.16,0.15,-0.15,0.87,0.042,-0.072,0.813,0.057,-0.028,286.11536,37.966999,15.09,15.76,15.029,14.803,14.687,13.719,13.252,13.158
7273277,K01979.01,Kepler-1035 b,2.714078374,133.71179,0.05465,0.2602,0.4096,1,5815,69,-87,4.461,0.04,-0.12,0.12,0.15,-0.15,0.992,0.152,-0.065,1.038,0.056,-0.069,289.04221,42.882488,12.987,13.455,12.953,12.786,12.708,11.817,11.459,11.416
11769890,K01980.01,Kepler-1036 b,122.8799543,165.46356,0.32646,0.2327,0.4526,1,5413,107,-107,4.51,0.052,-0.078,0,0.15,-0.15,0.861,0.088,-0.051,0.875,0.054,-0.049,295.18164,49.945782,13.8,14.325,13.725,13.574,13.512,12.521,12.207,12.124
10153855,K01981.01,Kepler-1037 b,1.06378861,131.52465,0.04467,0.1742,0.5484,1,5265,158,-158,4.4,0.135,-0.18,0.46,0.05,-0.25,1.002,0.251,-0.154,0.919,0.064,-0.064,296.34103,47.17086,14.229,14.937,14.139,13.926,13.816,12.821,12.327,12.248
8257205,K01986.01,Kepler-1038 b,148.4601819,151.38686,0.22913,0.186,0.5256,1,5159,82,-82,4.548,0.032,-0.063,0.16,0.15,-0.15,0.821,0.055,-0.039,0.868,0.035,-0.049,298.97217,44.132381,14.839,15.572,14.792,14.524,14.364,13.376,12.923,12.782
9044228,K01988.01,Kepler-1039 b,0.934885365,131.580676,0.05868,0.098,0.6538,1,4777,143,-119,3.909,0.707,-0.353,0.56,0.05,-0.3,1.795,1.067,-1.067,0.953,0.187,-0.168,298.3266,45.31551,14.145,15.087,14.058,13.741,13.536,12.424,11.863,11.753
6678383,K00111.01,Kepler-104 b,11.42755098,137.613711,0.19198,0.2965,0.3342,1,5979,108,-120,4.394,0.11,-0.11,-0.34,0.15,-0.15,1.005,0.138,-0.113,0.913,0.058,-0.058,287.60461,42.166779,12.596,12.956,12.557,12.442,12.397,11.558,11.251,11.209
6678383,K00111.02,Kepler-104 c,23.66834635,132.71421,0.24290,0.2965,0.3342,3,5979,108,-120,4.394,0.11,-0.11,-0.34,0.15,-0.15,1.005,0.138,-0.113,0.913,0.058,-0.058,287.60461,42.166779,12.596,12.956,12.557,12.442,12.397,11.558,11.251,11.209
6678383,K00111.03,Kepler-104 d,51.75530504,271.08808,0.30981,0.2965,0.3342,2,5979,108,-120,4.394,0.11,-0.11,-0.34,0.15,-0.15,1.005,0.138,-0.113,0.913,0.058,-0.058,287.60461,42.166779,12.596,12.956,12.557,12.442,12.397,11.558,11.251,11.209
10779233,K01989.01,Kepler-1040 b,201.118319,187.56986,0.43033,0.2622,0.4035,1,5646,101,-112,4.447,0.072,-0.108,0,0.15,-0.15,0.954,0.135,-0.083,0.929,0.066,-0.053,283.11377,48.13139,13.328,13.811,13.285,13.12,13.069,12.181,11.845,11.772
11614617,K01990.01,Kepler-1041 b,24.7577652,142.06826,0.29158,0.2916,0.3447,1,6106,163,-199,4.487,0.048,-0.192,-0.16,0.3,-0.3,0.966,0.285,-0.095,1.043,0.141,-0.128,293.88177,49.683151,14.49,14.896,14.427,14.315,14.256,13.405,13.096,13.034
4736569,K01996.01,Kepler-1042 b,10.13200555,132.91155,0.13201,0.1941,0.5188,1,4777,167,-167,4.689,0.048,-0.032,-1.08,0.3,-0.3,0.561,0.038,-0.038,0.561,0.047,-0.024,288.66891,39.824009,15.629,16.457,15.602,15.274,15.077,14.022,13.44,13.368
10384798,K01997.01,Kepler-1043 b,38.505224,158.30491,0.24754,0.2979,0.3238,1,5974,161,-161,4.504,0.062,-0.188,-0.42,0.3,-0.3,0.881,0.243,-0.087,0.904,0.11,-0.1,281.66299,47.568581,14.777,15.221,14.728,14.586,14.509,13.604,13.197,13.195
9834040,K01998.01,Kepler-1044 b,6.77408984,135.95524,0.10923,0.3024,0.3288,1,6246,174,-239,4.433,0.052,-0.208,0.07,0.2,-0.35,1.092,0.329,-0.141,1.18,0.141,-0.173,293.14447,46.666241,15.368,15.79,15.3,15.188,15.11,14.268,13.967,13.903
8802693,K02000.01,Kepler-1045 b,26.41044199,149.39541,0.12798,0.2521,0.421,1,5448,162,-162,4.613,0.037,-0.112,-0.38,0.3,-0.3,0.734,0.131,-0.056,0.815,0.083,-0.092,284.18329,45.0741,15.593,16.181,15.536,15.34,15.195,14.249,13.842,13.757
10024701,K02002.01,Kepler-1046 b,14.37504582,139.05924,0.13367,0.2868,0.3588,1,5931,106,-130,4.403,0.076,-0.114,0,0.15,-0.15,1.053,0.168,-0.104,1.023,0.075,-0.068,296.75574,46.998291,13.286,13.711,13.21,13.104,13.073,12.123,11.829,11.73
12154526,K02004.01,Kepler-1047 b,56.1886436,146.37945,0.27197,0.2514,0.4282,1,5700,114,-114,4.327,0.103,-0.115,0.34,0.1,-0.15,1.176,0.182,-0.149,1.071,0.066,-0.066,288.64627,50.788979,13.351,13.818,13.268,13.15,13.05,12.174,11.872,11.803
12154526,K02004.02,Kepler-1047 c,3.18899015,133.52624,0.11342,0.2514,0.4282,2,5700,114,-114,4.327,0.103,-0.115,0.34,0.1,-0.15,1.176,0.182,-0.149,1.071,0.066,-0.066,288.64627,50.788979,13.351,13.818,13.268,13.15,13.05,12.174,11.872,11.803
6665512,K02005.01,Kepler-1048 b,6.92101452,135.64343,0.18163,0.0966,0.6414,1,4461,132,-132,4.661,0.052,-0.028,-0.6,0.3,-0.3,0.585,0.049,-0.054,0.571,0.061,-0.038,281.89835,42.165791,14.832,15.81,14.782,14.413,14.233,13.131,12.539,12.447
10525027,K02006.01,Kepler-1049 b,3.27344784,134.45023,0.07205,0.3872,0.3156,1,3758,75,-85,4.769,0.04,-0.04,0,0.15,-0.15,0.496,0.042,-0.042,0.528,0.034,-0.046,287.34674,47.772961,14.22,15.605,14.221,13.626,13.211,11.971,11.348,11.18
9579641,K00115.01,Kepler-105 b,5.412203927,133.143089,0.12280,0.2676,0.3928,1,5779,104,-115,4.339,0.132,-0.108,-0.06,0.15,-0.15,1.087,0.157,-0.142,0.941,0.074,-0.054,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503
9579641,K00115.02,Kepler-105 c,7.12594387,139.00492,0.12506,0.2676,0.3928,2,5779,104,-115,4.339,0.132,-0.108,-0.06,0.15,-0.15,1.087,0.157,-0.142,0.941,0.074,-0.054,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503
11069176,K02007.01,Kepler-1050 b,15.3789014,143.40629,0.19425,0.26,0.4133,1,5817,78,-78,3.877,0.293,-0.098,0.18,0.15,-0.15,2.153,0.272,-0.76,1.276,0.113,-0.21,282.92499,48.626389,13.127,13.528,13.069,12.955,12.933,12.042,11.753,11.717
11069176,K02007.02,Kepler-1050 c,21.1285655,149.27632,0.16050,0.26,0.4133,2,5817,78,-78,3.877,0.293,-0.098,0.18,0.15,-0.15,2.153,0.272,-0.76,1.276,0.113,-0.21,282.92499,48.626389,13.127,13.528,13.069,12.955,12.933,12.042,11.753,11.717
5631630,K02010.01,Kepler-1051 b,25.96190067,138.96908,0.26138,0.3052,0.3236,1,6369,77,-83,4.088,0.174,-0.116,0.06,0.15,-0.15,1.729,0.315,-0.386,1.337,0.123,-0.148,295.15811,40.898849,13.2,13.421,13.127,13.054,13.04,12.221,11.993,12.01
9839821,K02012.01,Kepler-1052 b,34.8536903,164.04668,0.22221,0.2711,0.3858,1,5818,139,-157,4.554,0.042,-0.168,-0.22,0.3,-0.3,0.848,0.199,-0.071,0.937,0.09,-0.121,295.34271,46.602261,14.876,15.356,14.823,14.67,14.597,13.727,13.393,13.305
4056616,K02013.01,Kepler-1053 b,2.41434868,132.42878,0.05292,0.0628,0.6908,1,4507,80,-80,4.573,0.043,-0.013,0.18,0.15,-0.15,0.724,0.02,-0.035,0.715,0.04,-0.025,291.41864,39.127419,13.156,14.303,13.09,12.665,12.445,11.334,10.736,10.585
8492026,K02016.01,Kepler-1054 b,4.30656389,132.44098,0.17128,0.2844,0.3661,1,6108,193,-236,4.466,0.056,-0.224,0.07,0.25,-0.3,1.03,0.357,-0.119,1.132,0.153,-0.153,290.60114,44.556381,14.136,14.561,14.069,13.954,13.905,13.007,12.762,12.693
8750043,K02017.01,Kepler-1055 b,2.29503515,132.69329,0.06892,0.2676,0.3928,1,5637,101,-112,4.482,0.059,-0.102,-0.06,0.15,-0.15,0.909,0.123,-0.066,0.914,0.057,-0.057,290.48676,44.932621,13.09,13.56,13.048,12.888,12.837,11.956,11.628,11.569
9973109,K02018.01,Kepler-1056 b,27.495634,133.28538,0.20242,0.2865,0.3556,1,5657,169,-169,4.401,0.167,-0.204,-0.48,0.3,-0.3,0.911,0.262,-0.161,0.762,0.124,-0.044,299.526,46.899261,14.55,15.113,14.518,14.309,14.21,13.242,12.895,12.827
6226290,K02019.01,Kepler-1057 b,14.08826442,137.34334,0.17436,0.2676,0.3928,1,5853,157,-192,4.529,0.048,-0.204,-0.1,0.3,-0.3,0.895,0.26,-0.087,0.99,0.116,-0.127,297.45215,41.558128,15.624,16.179,15.578,15.386,15.309,14.336,13.977,13.924
9349482,K02020.01,Kepler-1058 b,110.9643706,187.04621,0.53463,0.1554,0.5738,1,4441,133,-146,4.695,0.059,-0.027,-0.86,0.3,-0.3,0.546,0.039,-0.049,0.538,0.045,-0.034,294.59579,45.875031,15.498,16.5,15.493,15.068,14.843,13.729,13.133,13.005
6356207,K02021.01,Kepler-1059 b,3.76417012,132.35462,0.08380,0.1611,0.5575,1,5063,181,-181,4.617,0.033,-0.077,-0.14,0.3,-0.3,0.728,0.093,-0.058,0.813,0.063,-0.095,289.22021,41.706478,15.484,16.236,15.438,15.162,15.064,13.993,13.427,13.351
8395660,K00116.03,Kepler-106 b,6.164876,135.63916,0.13592,0.2676,0.3928,3,5854,105,-117,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
8395660,K00116.01,Kepler-106 c,13.57078281,136.279194,0.13975,0.2676,0.3928,1,5854,105,-117,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
8395660,K00116.04,Kepler-106 d,23.9800854,147.537,0.22296,0.2676,0.3928,4,5854,105,-117,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
8395660,K00116.02,Kepler-106 e,43.84439721,151.93538,0.28342,0.2676,0.3928,2,5854,105,-117,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431
4544907,K02024.01,Kepler-1060 b,46.8776724,137.66791,0.41838,0.224,0.4695,1,5504,74,-82,4.418,0.09,-0.099,0.2,0.15,-0.15,0.993,0.13,-0.087,0.943,0.055,-0.045,286.02518,39.630932,14.632,15.144,14.593,14.413,14.309,13.436,13.088,12.964
11923284,K02026.01,Kepler-1061 b,2.757977384,131.87907,0.08954,0.2889,0.3511,1,5919,106,-130,4.435,0.063,-0.117,-0.08,0.15,-0.15,1,0.146,-0.079,0.994,0.064,-0.071,296.23001,50.27523,13.263,13.594,13.21,13.121,13.1,12.21,11.98,11.934
5940165,K02031.01,Kepler-1062 b,9.30413878,140.33868,0.08023,0.0775,0.666,1,4458,133,-133,4.611,0.052,-0.024,-0.16,0.3,-0.3,0.658,0.046,-0.061,0.645,0.07,-0.051,283.89941,41.221611,14.796,15.853,14.764,14.342,14.154,13.025,12.444,12.333
2985767,K02032.01,Kepler-1063 b,14.07969236,139.96053,0.05729,0.2638,0.4046,1,5821,78,-78,4.097,0.221,-0.102,0.14,0.15,-0.15,1.547,0.27,-0.406,1.092,0.114,-0.083,290.52676,38.142979,12.261,12.774,12.189,12.042,11.968,11.159,10.83,10.793
2304320,K02033.01,Kepler-1064 b,16.54081386,133.95274,0.10832,0.153,0.5684,1,5064,101,-101,4.572,0.028,-0.048,0,0.15,-0.15,0.769,0.049,-0.038,0.806,0.04,-0.045,291.74164,37.688938,13.755,14.405,13.71,13.476,13.348,12.33,11.888,11.817
3657758,K02034.01,Kepler-1065 b,3.609313059,133.79024,0.07397,0.2622,0.4035,1,5668,169,-186,4.545,0.036,-0.192,-0.02,0.25,-0.3,0.868,0.246,-0.082,0.963,0.104,-0.115,294.51126,38.790501,15.54,16.15,15.489,15.279,15.192,14.178,13.802,13.671
3657758,K02034.02,Kepler-1065 c,2.3702932,133.6801,0.06942,0.2622,0.4035,2,5668,169,-186,4.545,0.036,-0.192,-0.02,0.25,-0.3,0.868,0.246,-0.082,0.963,0.104,-0.115,294.51126,38.790501,15.54,16.15,15.489,15.279,15.192,14.178,13.802,13.671
9790806,K02035.01,Kepler-1066 b,1.93155546,131.76708,0.06725,0.2291,0.4603,1,5461,73,-81,4.552,0.018,-0.102,0.14,0.15,-0.15,0.858,0.101,-0.034,0.957,0.033,-0.071,298.86658,46.502239,13.007,13.53,12.964,12.782,12.722,11.783,11.403,11.362
8804845,K02039.02,Kepler-1067 b,0.762132307,131.61542,0.05083,0.224,0.4695,2,5594,75,-83,4.489,0.038,-0.113,0.16,0.15,-0.15,0.934,0.127,-0.054,0.981,0.048,-0.066,285.38742,45.049049,14.305,14.813,14.24,14.088,14.018,13.105,12.778,12.656
9656252,K02044.01,Kepler-1068 b,16.92342126,145.81407,0.17443,0.2555,0.4191,1,5786,78,-86,4.465,0.038,-0.12,0.16,0.15,-0.15,0.99,0.147,-0.063,1.044,0.051,-0.072,294.64816,46.392361,15.818,16.347,15.778,15.591,15.53,14.638,14.319,14.161
10663396,K02046.01,Kepler-1069 b,23.8990075,151.39847,0.66479,0.2329,0.4554,1,5511,82,-74,3.914,0.21,-0.09,0.1,0.15,-0.1,1.93,0.34,-0.51,1.115,0.11,-0.152,290.97934,47.988998,13.153,13.651,13.086,12.939,12.877,11.945,11.628,11.538
10875245,K00117.03,Kepler-107 b,3.180027898,133.49863,0.14915,0.257,0.4213,2,5847,64,-75,4.191,0.02,-0.018,0.26,0.1,-0.1,1.402,0.063,-0.046,1.113,0.092,-0.05,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
10875245,K00117.02,Kepler-107 c,4.90144976,138.60548,0.17356,0.257,0.4213,3,5847,64,-75,4.191,0.02,-0.018,0.26,0.1,-0.1,1.402,0.063,-0.046,1.113,0.092,-0.05,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
10875245,K00117.04,Kepler-107 d,7.95825328,137.80219,0.18238,0.257,0.4213,4,5847,64,-75,4.191,0.02,-0.018,0.26,0.1,-0.1,1.402,0.063,-0.046,1.113,0.092,-0.05,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
10875245,K00117.01,Kepler-107 e,14.74914825,138.77799,0.25415,0.257,0.4213,1,5847,64,-75,4.191,0.02,-0.018,0.26,0.1,-0.1,1.402,0.063,-0.046,1.113,0.092,-0.05,297.02826,48.208611,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
11457726,K02047.01,Kepler-1070 b,6.22161107,131.99094,0.14215,0.3029,0.3239,1,6277,75,-75,4.417,0.032,-0.12,-0.02,0.15,-0.15,1.097,0.186,-0.062,1.148,0.08,-0.08,293.19537,49.316502,13.977,14.286,13.914,13.845,13.831,12.956,12.701,12.681
8956206,K02048.01,Kepler-1071 b,6.17998508,132.72278,0.08789,0.1959,0.5086,1,5149,103,-103,4.551,0.041,-0.045,-0.02,0.15,-0.15,0.791,0.051,-0.042,0.811,0.046,-0.041,293.05801,45.248821,15.801,16.516,15.772,15.495,15.325,14.371,13.97,13.775
9649706,K02049.01,Kepler-1072 b,1.569066598,133.04032,0.11585,0.2638,0.4046,1,5821,69,-87,4.172,0.162,-0.108,0.12,0.15,-0.15,1.395,0.228,-0.279,1.054,0.097,-0.081,292.04437,46.329029,13.93,14.3,13.862,13.771,13.752,12.852,12.604,12.566
3128552,K02055.01,Kepler-1073 b,8.67890312,133.03651,0.14715,0.224,0.4695,1,5509,82,-74,4.308,0.156,-0.104,0.16,0.15,-0.15,1.116,0.169,-0.186,0.924,0.062,-0.043,294.15271,38.23304,14.523,15.04,14.476,14.301,14.225,13.332,12.957,12.924
