kepid,kepoi_name,kepler_name,koi_period,koi_time0bk,duration(days),koi_ldm_coeff2,koi_ldm_coeff1,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,FeH,FeH_err1,FeH_err2,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
3940418,K00810.01,,4.783002698,170.508434,0.09729,0.186,0.5256,1,5170,155,-155,4.574,0.026,-0.097,0.18,0.2,-0.3,0.807,0.111,-0.06,0.891,0.053,-0.084,287.09399,39.060719,15.119,15.847,15.037,14.808,14.681,13.643,13.232,13.203
4544670,K00815.01,,34.84398644,172.633252,0.12215,0.2434,0.4341,1,5509,166,-166,4.482,0.081,-0.15,-0.16,0.3,-0.3,0.871,0.196,-0.105,0.84,0.111,-0.074,285.92001,39.624828,15.684,16.307,15.646,15.417,15.322,14.363,13.96,13.875
4936180,K00820.01,,4.64090031,173.64638,1.47967,0.3,0.2852,1,6463,205,-205,4.5,0.087,-0.163,-1.66,0.3,-0.2,0.826,0.159,-0.086,0.786,0.062,-0.045,295.11371,40.071171,15.27,15.662,15.249,15.102,15.046,14.224,13.954,13.785
5115978,K00823.01,,1.028436523,170.228582,0.07753,0.303,0.3107,,6228,183,-219,4.428,0.077,-0.272,-0.44,0.28,-0.3,0.99,0.377,-0.117,0.959,0.121,-0.111,296.00699,40.295429,15.202,15.662,15.167,15.005,14.892,14.019,13.702,13.598
5792202,K00841.03,,6.54626149,133.85964,0.11458,0.186,0.5256,3,5251,105,-105,4.581,0.01,-0.085,0.21,0.15,-0.15,0.817,0.08,-0.029,0.926,0.032,-0.064,292.23676,41.08588,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118
5792202,K00841.04,,269.306232,285.6272,0.62213,0.186,0.5256,4,5251,105,-105,4.581,0.01,-0.085,0.21,0.15,-0.15,0.817,0.08,-0.029,0.926,0.032,-0.064,292.23676,41.08588,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118
5792202,K00841.05,,499.47338,455.5672,0.51033,0.186,0.5256,5,5251,105,-105,4.581,0.01,-0.085,0.21,0.15,-0.15,0.817,0.08,-0.029,0.926,0.032,-0.064,292.23676,41.08588,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118
6526710,K00856.01,,39.74893077,172.854644,0.30438,0.2916,0.3447,1,6122,181,-218,4.487,0.052,-0.208,-0.18,0.3,-0.3,0.964,0.303,-0.101,1.041,0.139,-0.139,293.17929,41.969238,15.344,15.804,15.287,15.147,15.06,14.131,13.824,13.767
6599919,K00858.01,,13.61014819,173.987319,0.10808,0.2787,0.3728,1,5697,154,-154,4.46,0.098,-0.182,-0.26,0.3,-0.3,0.903,0.234,-0.108,0.857,0.117,-0.072,289.89777,42.009151,15.06,15.607,14.999,14.825,14.697,13.702,13.307,13.245
6862328,K00865.01,,119.0207044,222.236492,0.33919,0.224,0.4695,1,5453,81,-73,4.342,0.144,-0.108,0.16,0.15,-0.15,1.062,0.146,-0.16,0.904,0.062,-0.039,291.58377,42.36816,15.085,15.601,15.024,14.864,14.78,13.858,13.476,13.398
6867155,K00868.01,,235.9986399,208.399822,0.34285,0.0563,0.7032,1,4245,85,-85,4.627,0.03,-0.018,0.12,0.15,-0.15,0.657,0.022,-0.032,0.666,0.031,-0.031,293.00797,42.307201,15.172,16.343,15.122,14.67,14.421,13.251,12.678,12.515
7031517,K00871.01,,12.94066866,179.423014,0.10352,0.2865,0.3556,1,5875,140,-175,4.572,0.036,-0.144,-0.42,0.3,-0.3,0.809,0.174,-0.069,0.895,0.089,-0.099,291.11969,42.507069,15.215,15.674,15.167,15.018,14.948,14.079,13.715,13.633
7135852,K00875.01,,4.220965778,170.622433,0.12856,0.3384,0.3803,1,3837,481,-259,4.747,0.105,-0.094,-0.06,0.15,-0.15,0.517,0.114,-0.114,0.544,0.114,-0.114,296.69394,42.62611,15.692,16.782,15.619,15.225,14.974,13.855,13.277,13.102
7380537,K00883.01,,2.688899233,170.1020904,0.08803,0.1392,0.5856,1,4820,130,-144,4.667,0.027,-0.063,-0.4,0.35,-0.3,0.639,0.072,-0.042,0.699,0.059,-0.072,296.68307,42.967869,15.766,16.587,15.72,15.414,15.22,14.178,13.631,13.522
7678434,K00892.02,,3.96996298,137.75447,0.04899,0.1451,0.582,2,5121,76,-84,4.457,0.091,-0.039,0.18,0.15,-0.15,0.888,0.049,-0.077,0.822,0.053,-0.029,290.39322,43.363899,15.193,15.89,15.136,14.894,14.778,13.67,13.249,13.135
7825899,K00896.03,,28.8672107,156.19578,0.15758,0.1828,0.5324,3,5191,103,-103,4.564,0.016,-0.088,0.34,0.1,-0.15,0.837,0.078,-0.03,0.937,0.024,-0.062,293.0614,43.58136,15.258,15.919,15.187,14.974,14.868,13.911,13.442,13.357
7938496,K00900.01,,13.81020318,172.33533,0.12700,0.2868,0.3588,1,5942,176,-193,4.327,0.136,-0.187,-0.04,0.25,-0.3,1.142,0.333,-0.222,1.009,0.152,-0.124,281.96063,43.70311,15.425,15.929,15.379,15.209,15.16,14.197,14.023,13.849
8013419,K00901.01,,12.73262407,176.939054,0.09201,0.2238,0.5081,1,3950,560,-301,4.721,0.104,-0.085,-0.14,0.1,-0.1,0.541,0.107,-0.107,0.563,0.112,-0.112,285.16748,43.876339,15.75,16.872,15.715,15.269,15.028,13.909,13.326,13.182
8018547,K00902.01,,83.92494032,236.76334,0.28293,0.2887,0.4242,1,3960,118,-130,4.746,0.045,-0.04,-0.36,0.1,-0.15,0.509,0.036,-0.05,0.526,0.034,-0.046,287.85239,43.897991,15.754,16.789,15.679,15.311,15.116,14,13.359,13.215
8552202,K00914.01,,3.886655224,169.73814,0.13186,0.2865,0.3556,1,5662,153,-153,4.61,0.032,-0.12,-0.54,0.3,-0.3,0.738,0.14,-0.06,0.813,0.08,-0.08,288.72665,44.60751,15.371,15.88,15.329,15.153,15.075,14.153,13.764,13.648
8951215,K00924.01,,39.4759093,173.31207,0.12367,0.302,0.319,1,6225,172,-237,4.45,0.054,-0.216,-0.12,0.25,-0.3,1.031,0.332,-0.111,1.091,0.155,-0.155,291.20804,45.244389,15.229,15.656,15.17,15.045,14.986,14.062,13.769,13.713
9140402,K00928.01,,2.494170338,170.852848,0.04675,0.2396,0.4415,1,5569,99,-110,4.566,0.02,-0.08,-0.08,0.15,-0.15,0.829,0.082,-0.041,0.928,0.039,-0.078,284.75943,45.599129,15.251,15.793,15.211,15.019,14.929,13.945,13.542,13.589
9347899,K00935.04,,9.61731426,142.47479,0.16122,0.2949,0.3354,4,6035,120,-120,4.22,0.168,-0.112,-0.28,0.15,-0.15,1.257,0.187,-0.25,0.958,0.076,-0.068,294.02301,45.853081,15.237,15.592,15.199,15.086,15.071,14.233,13.984,13.871
9605514,K00945.01,,25.8474958,188.874,0.24938,0.3032,0.3147,2,6297,169,-225,4.448,0.052,-0.208,-0.2,0.25,-0.35,1.031,0.32,-0.107,1.084,0.144,-0.144,297.9516,46.264721,15.083,15.491,15.033,14.908,14.836,13.96,13.682,13.629
9605514,K00945.02,,40.715561,146.36485,0.28725,0.3032,0.3147,1,6297,169,-225,4.448,0.052,-0.208,-0.2,0.25,-0.35,1.031,0.32,-0.107,1.084,0.144,-0.144,297.9516,46.264721,15.083,15.491,15.033,14.908,14.836,13.96,13.682,13.629
9605514,K00945.03,,66.789347,184.4713,0.17000,0.3032,0.3147,3,6297,169,-225,4.448,0.052,-0.208,-0.2,0.25,-0.35,1.031,0.32,-0.107,1.084,0.144,-0.144,297.9516,46.264721,15.083,15.491,15.033,14.908,14.836,13.96,13.682,13.629
9772531,K00950.01,,31.20169247,183.4076137,0.08986,0.4418,0.2405,1,3748,56,-61,4.796,0.042,-0.028,-0.3,0.1,-0.1,0.449,0.028,-0.034,0.461,0.028,-0.031,292.65704,46.537338,15.798,17.249,15.856,15.176,14.823,13.584,12.953,12.753
1026957,K00958.01,,21.76129812,166.540438,0.05179,0.1082,0.627,1,4859,97,-97,4.612,0.015,-0.045,0,0.15,-0.15,0.72,0.047,-0.029,0.781,0.034,-0.049,291.25449,36.74361,12.559,13.299,12.52,12.241,12.05,10.982,10.475,10.41
11502218,K00970.01,,3.9886021,171.01852,0.07240,0.1392,0.594,1,4813,50,-121,2.472,0.156,-0.117,-0.22,0.1,-0.15,13.652,1.869,-4.361,2.016,0.769,-0.846,289.09323,49.424484,6.974,8.261,7.227,,,5.393,4.854,4.718
11180361,K00971.01,,0.533059312,171.2274419,0.07759,0.2809,0.2642,1,8523,267,-326,3.559,0.639,-0.071,-0.5,0.15,-0.3,4.051,0.788,-2.363,2.166,0.377,-0.7,286.0192,48.866741,7.748,7.628,7.789,7.935,8.034,7.388,7.343,7.355
11013201,K00972.01,,13.11896244,261.539434,0.17935,0.2369,0.3715,1,7221,114,-171,3.488,0.272,-0.048,-0.18,0.15,-0.1,4.24,0.227,-1.284,2.018,0.029,-0.248,282.00031,48.542221,9.275,9.265,9.278,9.392,9.493,8.816,8.765,8.736
11013201,K00972.02,,7.82187328,123.49907,0.16007,0.2369,0.3715,2,7221,114,-171,3.488,0.272,-0.048,-0.18,0.15,-0.1,4.24,0.227,-1.284,2.018,0.029,-0.248,282.00031,48.542221,9.275,9.265,9.278,9.392,9.493,8.816,8.765,8.736
9414417,K00974.01,,53.5057611,172.98304,0.44007,0.303,0.3166,1,6247,75,-69,4.016,0.03,-0.027,-0.12,0.1,-0.1,1.762,0.112,-0.084,1.174,0.14,-0.056,295.80267,45.988079,9.582,9.862,9.518,9.462,9.487,8.661,8.457,8.407
1161345,K00984.01,,4.28746668,262.06245,0.06539,0.1914,0.5167,1,5296,105,-105,4.576,0.015,-0.085,0.12,0.15,-0.15,0.815,0.08,-0.034,0.911,0.036,-0.064,291.0488,36.839882,11.631,12.28,11.956,11.353,11.239,10.457,10.096,10.016
10743597,K00989.03,,16.15811112,143.00233,0.25204,0.2466,0.43,1,5619,173,-156,4.536,0.03,-0.291,0.02,0.22,-0.26,0.874,0.366,-0.067,0.956,0.088,-0.092,296.38229,48.045311,15.488,16.084,15.416,15.233,15.129,14.11,13.804,13.859
1432789,K00992.02,,4.57834367,132.2982,0.16613,0.2555,0.4191,2,5782,78,-78,4.28,0.137,-0.112,0.16,0.15,-0.15,1.22,0.196,-0.176,1.035,0.079,-0.063,291.49942,37.05928,15.214,15.743,15.17,14.988,14.927,13.998,13.664,13.621
1718189,K00993.03,,86.723653,195.3511,0.20217,0.2676,0.3928,3,5830,146,-161,4.54,0.044,-0.187,-0.14,0.3,-0.3,0.876,0.234,-0.078,0.97,0.099,-0.122,290.72867,37.252651,14.246,14.719,14.184,14.043,13.973,13.118,12.759,12.732
1431122,K00994.01,,4.2989201,132.86187,0.11446,0.186,0.5256,1,5300,87,-71,4.385,0.132,-0.088,0.18,0.15,-0.15,0.986,0.124,-0.124,0.861,0.061,-0.031,291.14249,37.061321,14.613,15.224,14.534,14.352,14.287,13.284,12.909,12.835
8158127,K01015.03,,16.9972894,143.87301,0.10771,0.2865,0.3671,3,5897,79,-79,3.98,0.203,-0.072,0.16,0.15,-0.15,1.86,0.259,-0.481,1.204,0.133,-0.133,289.09689,44.004379,14.5,14.854,14.452,14.349,14.334,13.463,13.212,13.103
2164169,K01029.01,,32.3122867,133.867,0.27371,0.2678,0.3958,1,5821,79,-79,4.108,0.182,-0.098,0.04,0.15,-0.15,1.494,0.244,-0.326,1.043,0.107,-0.08,292.29099,37.580799,14.757,15.255,14.707,14.544,14.462,13.584,13.25,13.205
2574338,K01030.01,,9.22961384,138.43961,0.09313,0.3022,0.3344,1,6320,75,-88,4.347,0.032,-0.12,0.24,0.15,-0.2,1.252,0.212,-0.085,1.273,0.077,-0.085,291.13849,37.859299,15.399,15.786,15.356,15.233,15.176,14.346,14.088,13.981
2162635,K01032.01,,1500.140677,176.08226,1.07196,0.1605,0.5624,,5009,81,-92,3.755,0.091,-0.163,0.07,0.13,-0.15,2.283,0.625,-0.301,1.083,0.201,-0.121,291.97754,37.532551,13.862,14.715,13.817,13.497,13.296,12.204,11.681,11.582
6131236,K01051.01,,6.79685353,138.11324,0.13209,0.2889,0.3511,1,6061,180,-198,4.486,0.05,-0.2,-0.1,0.25,-0.3,0.97,0.3,-0.1,1.05,0.142,-0.142,294.16321,41.451801,15.391,15.873,15.344,15.185,15.118,14.221,13.934,13.884
5956656,K01053.02,,46.245164,136.47891,0.23596,0.2291,0.4603,2,5553,74,-74,4.32,0.137,-0.1,0.14,0.15,-0.15,1.107,0.161,-0.161,0.933,0.067,-0.043,290.60794,41.201092,15.376,15.972,15.332,15.121,15.034,14.128,13.656,13.535
8260218,K01066.01,,5.714817603,355.00831,0.13089,0.2787,0.3728,1,5695,189,-189,4.526,0.058,-0.173,-0.28,0.3,-0.3,0.842,0.224,-0.09,0.869,0.1,-0.09,299.78632,44.16954,15.623,16.237,15.596,15.36,15.256,14.295,13.888,13.856
8240904,K01070.03,,92.77779,367.6112,0.27667,0.275,0.3869,,5888,176,-215,4.444,0.059,-0.298,0.1,0.2,-0.28,1.019,0.451,-0.106,1.053,0.204,-0.127,294.48438,44.166908,15.59,16.153,15.533,15.348,15.269,14.3,13.907,13.811
10149023,K01081.01,,9.95639775,134.29186,0.23396,0.3024,0.3288,1,6161,172,-236,4.454,0.048,-0.192,0.07,0.2,-0.35,1.053,0.306,-0.122,1.15,0.127,-0.17,294.76855,47.13279,15.22,15.65,15.15,15.035,14.95,14.08,13.802,13.725
10141900,K01082.01,,6.50327035,135.26657,0.10796,0.1451,0.582,1,4999,79,-79,4.49,0.075,-0.03,0.18,0.15,-0.15,0.843,0.04,-0.06,0.8,0.048,-0.028,292.14447,47.157349,15.692,16.393,15.628,15.392,15.283,14.24,13.758,13.752
10141900,K01082.02,,4.09667624,133.09833,0.09125,0.1451,0.582,3,4999,79,-79,4.49,0.075,-0.03,0.18,0.15,-0.15,0.843,0.04,-0.06,0.8,0.048,-0.028,292.14447,47.157349,15.692,16.393,15.628,15.392,15.283,14.24,13.758,13.752
10141900,K01082.04,,9.6550473,137.07505,0.11467,0.1451,0.582,4,4999,79,-79,4.49,0.075,-0.03,0.18,0.15,-0.15,0.843,0.04,-0.06,0.8,0.048,-0.028,292.14447,47.157349,15.692,16.393,15.628,15.392,15.283,14.24,13.758,13.752
10157458,K01083.02,,4.57797412,135.63058,0.11925,0.2711,0.3858,2,5795,155,-172,4.554,0.036,-0.192,-0.2,0.3,-0.3,0.848,0.252,-0.079,0.938,0.098,-0.12,297.39319,47.164631,15.302,15.839,15.252,15.072,14.946,14.105,13.697,13.622
10118816,K01085.01,,7.71790675,139.15725,0.07667,0.4011,0.2767,1,3975,71,-87,4.753,0.031,-0.038,-0.34,0.15,-0.15,0.509,0.037,-0.037,0.535,0.03,-0.041,281.05011,47.188148,15.233,16.591,15.293,14.651,14.28,13.035,12.384,12.247
3247268,K01089.02,,12.21828097,140.321095,0.11237,0.2676,0.3928,2,5822,105,-116,4.351,0.115,-0.115,-0.06,0.15,-0.15,1.081,0.162,-0.132,0.957,0.078,-0.056,294.4335,38.35545,14.696,15.153,14.644,14.501,14.421,13.493,13.243,13.103
3329204,K01095.01,,51.59809554,203.979914,0.08397,0.2676,0.3928,1,5681,169,-169,4.551,0.034,-0.195,-0.06,0.3,-0.3,0.859,0.248,-0.078,0.957,0.094,-0.115,287.61688,38.402321,15.617,16.184,15.554,15.374,15.262,14.338,13.865,13.914
3230491,K01096.01,,1500,315.33083,0.29621,0.2747,0.3829,,5606,158,-150,4.597,0.03,-0.213,-0.4,0.34,-0.28,0.76,0.27,-0.055,0.832,0.097,-0.085,290.18304,38.321941,14.709,15.241,14.656,14.481,14.391,13.425,13.041,12.971
3245969,K01101.02,,11.39110963,137.69665,0.11454,0.1507,0.5708,1,4999,154,-139,4.587,0.029,-0.073,0.06,0.26,-0.3,0.76,0.086,-0.058,0.814,0.063,-0.078,294.11566,38.393478,15.681,16.474,15.611,15.342,15.191,14.121,13.627,13.514
2860866,K01103.01,,90.1240507,356.23415,0.48538,0.3138,0.2998,1,6520,180,-248,4.375,0.056,-0.224,0.07,0.25,-0.3,1.215,0.41,-0.137,1.279,0.165,-0.202,293.22391,38.033581,14.96,15.395,14.892,14.774,14.822,13.968,13.698,13.593
3240158,K01106.03,,13.2298203,134.3757,0.14858,0.2826,0.3729,3,6049,72,-91,4.353,0.076,-0.114,0.16,0.15,-0.15,1.176,0.184,-0.107,1.14,0.068,-0.081,292.7131,38.358212,14.818,15.242,14.762,14.636,14.551,13.684,13.394,13.392
2837111,K01110.02,,3.71840884,134.6575,0.15046,0.2868,0.3588,2,5982,160,-195,4.493,0.054,-0.216,-0.04,0.25,-0.3,0.96,0.314,-0.105,1.047,0.129,-0.142,287.44409,38.088428,14.794,15.273,14.725,14.588,14.497,13.585,13.244,13.202
3109930,K01112.01,,37.8102649,158.35799,0.36388,0.2965,0.3342,1,6085,182,-200,4.451,0.081,-0.202,-0.28,0.3,-0.3,0.973,0.302,-0.121,0.976,0.129,-0.116,289.7767,38.26228,14.633,15.088,14.589,14.438,14.367,13.472,13.18,13.073
2853446,K01118.01,,7.37290344,137.60991,0.09050,0.2889,0.3511,1,5973,107,-131,4.371,0.099,-0.121,-0.14,0.15,-0.15,1.07,0.168,-0.126,0.982,0.071,-0.071,291.65097,38.028179,13.835,14.216,13.785,13.672,13.591,12.761,12.484,12.43
6359320,K01127.03,,2.83668931,353.81531,0.12629,0.2622,0.4035,3,5831,184,-205,4.517,0.038,-0.212,0,0.25,-0.3,0.921,0.301,-0.094,1.016,0.115,-0.127,290.21518,41.77597,15.808,16.324,15.706,15.587,15.481,14.438,14.14,13.961
8313667,K01145.01,,30.5872153,162.8842,0.22374,0.2868,0.3588,1,5944,106,-130,4.38,0.08,-0.12,0,0.15,-0.15,1.082,0.181,-0.111,1.024,0.083,-0.068,296.54861,44.264671,14.143,14.581,14.09,13.956,13.89,13.028,12.723,12.685
8280511,K01151.04,,17.4532945,146.66244,0.16779,0.2434,0.4341,4,5528,110,-110,4.499,0.063,-0.077,-0.2,0.15,-0.15,0.853,0.089,-0.067,0.838,0.056,-0.046,283.00296,44.284229,13.404,13.883,13.367,13.198,13.111,12.198,11.819,11.745
8280511,K01151.05,,21.7203362,134.7659,0.17717,0.2434,0.4341,5,5528,110,-110,4.499,0.063,-0.077,-0.2,0.15,-0.15,0.853,0.089,-0.067,0.838,0.056,-0.046,283.00296,44.284229,13.404,13.883,13.367,13.198,13.111,12.198,11.819,11.745
10295951,K01154.01,,6.810823723,136.04667,0.33274,0.3287,0.2412,1,7226,228,-304,3.967,0.315,-0.135,-0.4,0.3,-0.3,2.079,0.507,-0.76,1.461,0.204,-0.306,299.10281,47.377781,12.628,12.796,12.572,12.541,12.542,11.768,11.61,11.548
10354039,K01159.01,,64.617518,166.14425,0.24150,0.1405,0.5896,1,5043,164,-149,4.47,0.104,-0.095,0.3,0.15,-0.3,0.881,0.09,-0.099,0.834,0.068,-0.055,297.01483,47.486431,15.332,16.143,15.263,14.984,14.843,13.843,13.314,13.18
10337517,K01165.01,,7.053934488,136.357253,0.07185,0.1959,0.5086,1,5357,107,-107,4.498,0.058,-0.065,0,0.15,-0.15,0.863,0.073,-0.065,0.854,0.054,-0.045,291.06293,47.484798,13.916,14.42,13.871,13.699,13.617,12.705,12.342,12.287
10351231,K01166.01,,7.6746614,133.22431,0.08073,0.2868,0.3588,1,6063,190,-232,4.47,0.054,-0.216,-0.02,0.25,-0.3,1.001,0.318,-0.106,1.079,0.145,-0.145,296.13141,47.43882,15.44,15.941,15.399,15.225,15.191,14.247,13.96,13.851
10460629,K01168.01,,856.672115,228.44988,0.96433,0.3082,0.2905,,6449,163,-210,4.232,0.163,-0.27,-0.32,0.24,-0.3,1.309,0.656,-0.254,1.063,0.253,-0.119,287.58679,47.600021,13.997,14.339,13.96,13.851,13.834,12.923,12.672,12.595
10319385,K01169.01,,0.689210173,133.28584,0.06737,0.2514,0.4282,1,5630,100,-122,4.505,0.023,-0.128,0.36,0.1,-0.15,0.954,0.138,-0.039,1.064,0.042,-0.073,281.55118,47.469959,13.248,13.661,13.175,13.071,13.01,12.103,11.768,11.715
10482160,K01170.01,,7.34373964,137.29874,0.04910,0.2865,0.3556,1,5757,155,-155,4.597,0.036,-0.144,-0.5,0.35,-0.25,0.762,0.168,-0.056,0.865,0.087,-0.096,296.23215,47.678959,14.657,15.132,14.61,14.454,14.384,13.492,13.137,13.024
10287723,K01174.01,,129995.7784,393.59962,0.39200,0.0625,0.6915,,4500,153,-119,4.572,0.042,-0.028,0.2,0.2,-0.26,0.726,0.039,-0.052,0.717,0.054,-0.049,296.82162,47.354031,13.447,14.498,13.406,12.997,12.712,11.607,10.972,10.843
10350571,K01175.02,,17.157236,133.68951,0.47017,0.2638,0.4046,1,5676,115,-104,4.1,0.203,-0.087,0.1,0.15,-0.15,1.487,0.229,-0.344,1.016,0.093,-0.084,295.92065,47.448608,13.29,13.791,13.242,13.075,12.998,12.061,11.704,11.617
3859628,K01191.01,,8.17242644,361.20157,0.16258,0.2676,0.3928,1,5705,76,-76,4.499,0.045,-0.113,-0.06,0.15,-0.15,0.905,0.121,-0.052,0.943,0.052,-0.063,293.87363,38.922482,15.24,15.756,15.185,15.019,14.96,14.093,13.698,13.695
3644071,K01192.01,,1295.362215,176.10646,1.17904,0.249,0.4256,,5609,159,-141,4.346,0.149,-0.233,-0.04,0.26,-0.24,1.048,0.375,-0.171,0.889,0.12,-0.064,291.03217,38.703911,14.215,14.789,14.159,13.969,13.879,12.918,12.546,12.472
3942446,K01193.01,,119.0624882,149.22223,0.12995,0.2865,0.3556,1,5697,173,-173,4.392,0.171,-0.19,-0.52,0.3,-0.3,0.92,0.25,-0.167,0.76,0.123,-0.044,287.88812,39.078709,15.289,15.851,15.26,15.048,14.937,14.03,13.607,13.532
3554031,K01194.02,,14.8623076,354.57297,0.13171,0.1496,0.5738,3,4362,87,-78,4.722,0.012,-0.051,-0.5,0.15,-0.15,0.554,0.042,-0.017,0.59,0.029,-0.029,293.80441,38.63913,15.842,16.893,15.784,15.391,15.148,14.091,13.434,13.378
3447722,K01198.04,,1.00861677,132.109479,0.03792,,,,,,,,,,,,,,,,,,,292.47971,38.514919,15.319,15.679,15.231,15.165,15.138,14.277,14.027,13.957
4061149,K01201.01,,2.757584622,133.05017,0.03861,0.426,0.2631,1,3683,73,-88,4.84,0.05,-0.055,-0.22,0.15,-0.15,0.424,0.045,-0.055,0.454,0.037,-0.064,292.57703,39.12088,15.597,17.076,15.742,14.962,14.561,13.409,12.758,12.611
3756801,K01206.01,,422.917678,448.49648,1.30308,0.2711,0.3864,,5796,162,-165,4.12,0.256,-0.224,-0.02,0.24,-0.28,1.444,0.648,-0.397,1.004,0.224,-0.115,293.95459,38.899971,13.642,14.188,13.6,13.408,13.341,12.439,12.1,12.052
3962440,K01208.01,,700.0029822,249.44205,0.31885,0.3107,0.2919,,6487,164,-215,4.397,0.06,-0.329,-0.22,0.22,-0.3,1.118,0.617,-0.118,1.136,0.251,-0.147,293.61877,39.022572,13.594,13.918,13.542,13.456,13.422,12.625,12.388,12.357
3534076,K01209.01,,272.0868353,378.13721,0.11310,0.2743,0.3841,,5587,208,-168,4.548,0.047,-0.273,-0.4,0.34,-0.26,0.791,0.355,-0.071,0.806,0.119,-0.07,288.31436,38.693291,15.166,15.723,15.129,14.928,14.821,13.875,13.453,13.35
6620003,K01225.01,,1.714274727,133.3158074,0.08614,0.3384,0.3803,1,3874,52,-58,4.715,0.03,-0.015,-0.1,0.1,-0.1,0.535,0.021,-0.026,0.541,0.024,-0.022,295.62222,42.09288,15.686,17.047,15.733,15.103,14.678,13.394,12.771,12.61
6677841,K01236.04,,98.353149,217.883,1.02950,0.3023,0.3153,3,6366,116,-116,4.045,0.196,-0.098,-0.2,0.15,-0.15,1.697,0.285,-0.38,1.164,0.134,-0.11,287.3912,42.194832,13.659,13.869,13.589,13.518,13.523,12.724,12.509,12.509
6607286,K01239.01,,0.783276173,355.94865,0.06973,0.26,0.4133,1,5640,76,-76,4.247,0.162,-0.108,0.16,0.15,-0.15,1.233,0.19,-0.211,0.979,0.075,-0.055,292.17859,42.005909,15.005,15.458,14.939,14.812,14.773,13.848,13.504,13.517
6607286,K01239.02,,3.17405898,357.05776,0.09648,0.26,0.4133,2,5640,76,-76,4.247,0.162,-0.108,0.16,0.15,-0.15,1.233,0.19,-0.211,0.979,0.075,-0.055,292.17859,42.005909,15.005,15.458,14.939,14.812,14.773,13.848,13.504,13.517
6607447,K01242.01,,99.6442783,283.236289,0.21572,0.2889,0.3511,1,6102,82,-91,4.447,0.04,-0.12,-0.08,0.15,-0.15,1.016,0.153,-0.066,1.049,0.07,-0.07,292.22839,42.03537,13.75,14.074,13.68,13.611,13.588,12.734,12.525,12.473
6441738,K01246.01,,19.03723442,148.55057,0.14118,0.236,0.4473,1,5248,68,-73,3.523,0.117,-0.143,-0.58,0.15,-0.15,2.892,0.648,-0.471,1.017,0.197,-0.148,291.42755,41.878159,14.898,15.318,14.86,14.718,14.649,13.787,13.407,13.391
8620565,K01250.02,,1.213672208,131.94978,0.05685,0.2953,0.3356,2,6113,153,-199,4.463,0.049,-0.303,-0.12,0.22,-0.3,0.995,0.436,-0.094,1.044,0.191,-0.127,290.26767,44.712849,14.912,15.365,14.861,14.717,14.655,13.707,13.397,13.361
8616873,K01251.01,,0.576078683,134.107265,0.06802,0.2711,0.3858,1,5693,152,-169,4.57,0.042,-0.168,-0.24,0.3,-0.3,0.816,0.206,-0.069,0.911,0.088,-0.107,288.70087,44.70768,15.237,15.769,15.184,15.008,14.913,13.985,13.665,13.528
8494263,K01255.01,,78.9257421,429.37454,0.31330,0.2622,0.4035,1,5750,161,-202,4.538,0.042,-0.179,-0.04,0.25,-0.3,0.882,0.23,-0.077,0.98,0.102,-0.125,291.44522,44.52869,15.913,16.456,15.843,15.68,15.569,14.618,14.199,14.221
8630788,K01258.03,,148.272013,138.00557,0.17467,0.2622,0.4035,3,5717,156,-173,4.538,0.044,-0.187,0,0.25,-0.3,0.884,0.23,-0.077,0.984,0.102,-0.114,294.10818,44.770699,15.773,16.345,15.722,15.528,15.439,14.5,14.16,13.994
8678594,K01261.02,,15.19423359,142.73422,0.12942,0.2329,0.4554,2,5588,83,-75,4.047,0.203,-0.087,0.14,0.15,-0.15,1.593,0.245,-0.368,1.031,0.094,-0.094,287.1749,44.878571,15.12,15.593,15.048,14.917,14.888,13.969,13.601,13.524
8813698,K01268.01,,268.9410974,360.070904,0.22681,0.2638,0.4046,1,5798,78,-78,4.224,0.156,-0.104,0.14,0.15,-0.15,1.306,0.222,-0.222,1.041,0.087,-0.063,289.88962,45.005669,14.814,15.209,14.752,14.645,14.589,13.669,13.407,13.278
8631160,K01271.01,,162.0479502,278.880573,0.41239,0.3052,0.3236,1,6309,75,-82,4.16,0.148,-0.121,0.12,0.15,-0.15,1.567,0.281,-0.281,1.294,0.091,-0.136,294.2655,44.7943,13.632,13.94,13.585,13.5,13.448,12.654,12.424,12.349
8804283,K01276.01,,22.79020351,138.68515,0.20998,0.224,0.4695,1,5478,82,-74,4.354,0.132,-0.096,0.16,0.15,-0.15,1.053,0.147,-0.147,0.914,0.061,-0.042,285.0361,45.07106,14.766,15.29,14.694,14.542,14.456,13.539,13.194,13.067
8804283,K01276.02,,13.26079792,139.0988,0.16300,0.224,0.4695,2,5478,82,-74,4.354,0.132,-0.096,0.16,0.15,-0.15,1.053,0.147,-0.147,0.914,0.061,-0.042,285.0361,45.07106,14.766,15.29,14.694,14.542,14.456,13.539,13.194,13.067
